AverageRainingDays,clonesize,AverageOfLowerTRange,AverageOfUpperTRange,honeybee,osmia,bumbles,andrena,yield
1.0,0.08333333333333337,0.0,0.0,0.01356483993488877,1.0,0.6495726495726496,0.6666666666666666,5971.4
0.4,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.4273504273504274,1.0,6236.7
0.66,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.6495726495726496,0.6666666666666666,6097.4
0.66,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.84,4945.8
1.0,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,1.0,0.4273504273504274,0.84,7234.3
0.08000000000000002,0.9166666666666667,0.0,0.0,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333,4051.6
1.0,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.4273504273504274,0.6666666666666666,4100.8
1.0,0.08333333333333337,1.0,1.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333,3496.4
1.0,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.4273504273504274,0.84,5538.9
0.08000000000000002,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.5066666666666666,8652.0
0.08000000000000002,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.5066666666666666,6251.6
0.08000000000000002,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.5066666666666666,5524.1
0.4,0.08333333333333337,1.0,1.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.6666666666666666,7162.0
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.4273504273504274,0.6666666666666666,4387.7
1.0,0.08333333333333337,0.0,0.0,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.6666666666666666,6024.9
0.66,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.4273504273504274,1.0,6335.3
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.4273504273504274,0.5066666666666666,8064.7
0.4,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.6495726495726496,0.5066666666666666,6580.4
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.5066666666666666,5914.2
0.66,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.6495726495726496,0.6666666666666666,5755.7
0.66,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.6495726495726496,0.6666666666666666,6591.8
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.5066666666666666,6752.2
0.4,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.6666666666666666,5911.5
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333,6691.0
0.4,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.5066666666666666,7024.7
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,1.0,6920.1
0.08000000000000002,0.5,0.0,0.0,0.02712967986977754,0.84,0.4273504273504274,0.84,5741.3
0.4,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,1.0,5498.4
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.5066666666666666,6848.6
0.66,0.5,1.0,1.0,0.02712967986977754,1.0,0.6495726495726496,0.5066666666666666,4913.2
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.5066666666666666,6392.4
0.08000000000000002,0.5,0.0,0.0,0.02712967986977754,1.0,0.4273504273504274,0.84,5732.2
0.66,0.5,0.3129251700680271,0.3125,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333,4356.9
0.66,0.08333333333333337,0.0,0.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.5066666666666666,6133.0
0.66,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.4273504273504274,0.84,6942.4
1.0,0.5,0.0,0.0,0.02712967986977754,1.0,0.4273504273504274,1.0,4865.4
1.0,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.6666666666666666,3895.6
0.4,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.6495726495726496,0.6666666666666666,7998.4
0.4,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.4273504273504274,0.84,6182.8
0.4,0.9166666666666667,1.0,1.0,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333,3720.7
0.08000000000000002,0.5,0.0,0.0,0.02712967986977754,1.0,0.6495726495726496,0.6666666666666666,6189.8
1.0,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.6666666666666666,5735.1
0.0,0.3333333333333333,0.6530612244897958,0.6586538461538463,0.3602821486706457,0.044,0.11111111111111112,0.30533333333333335,5686.1
0.4,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.5066666666666666,5403.7
0.08000000000000002,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.4273504273504274,0.5066666666666666,8175.5
0.66,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333,5556.4
0.08000000000000002,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.6666666666666666,0.4273504273504274,1.0,7639.5
0.66,0.08333333333333337,0.0,0.0,0.01356483993488877,1.0,0.6495726495726496,0.6666666666666666,7381.4
0.4,0.5,1.0,1.0,0.02712967986977754,0.84,0.6495726495726496,0.6666666666666666,6327.5
0.4,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.6495726495726496,0.6666666666666666,6919.3
0.66,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.4273504273504274,0.5066666666666666,5199.5
0.66,0.08333333333333337,1.0,1.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.5066666666666666,4228.8
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.4273504273504274,1.0,7914.2
0.08000000000000002,0.9166666666666667,0.3129251700680271,0.3125,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333,4831.0
0.4,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.5066666666666666,6328.9
0.08000000000000002,0.5,1.0,1.0,0.02712967986977754,0.84,0.6495726495726496,0.5066666666666666,6643.9
0.08000000000000002,0.5,1.0,1.0,0.02712967986977754,1.0,0.6495726495726496,0.6666666666666666,7415.9
0.4,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.4273504273504274,1.0,6301.0
1.0,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.4273504273504274,0.6666666666666666,5496.1
0.08000000000000002,0.9166666666666667,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333,4768.6
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.6666666666666666,7118.0
0.08000000000000002,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.6495726495726496,0.5066666666666666,7804.6
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.84,7884.6
0.66,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.4273504273504274,0.5066666666666666,5715.0
1.0,0.08333333333333337,0.0,0.0,0.01356483993488877,1.0,0.6495726495726496,0.5066666666666666,6033.8
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.6495726495726496,0.5066666666666666,4696.4
0.66,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.4273504273504274,0.5066666666666666,6836.6
0.66,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.84,4418.4
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.84,6589.3
1.0,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.5066666666666666,4858.2
0.66,0.08333333333333337,0.0,0.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.5066666666666666,5741.2
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.4273504273504274,0.84,7897.9
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.4273504273504274,1.0,4320.9
0.08000000000000002,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.5066666666666666,5498.5
1.0,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.84,4282.7
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.4273504273504274,0.84,8013.6
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.6495726495726496,0.5066666666666666,7628.6
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.4273504273504274,1.0,7440.7
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.5066666666666666,7765.3
1.0,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.4273504273504274,0.5066666666666666,5234.7
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.6495726495726496,0.6666666666666666,5033.7
1.0,0.5,1.0,1.0,0.02712967986977754,1.0,0.4273504273504274,0.6666666666666666,3244.3
0.66,0.9166666666666667,1.0,1.0,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333,2508.4
0.08000000000000002,0.08333333333333337,1.0,1.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.5066666666666666,6795.9
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.5066666666666666,6821.8
0.66,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.4273504273504274,0.6666666666666666,5503.1
0.08000000000000002,0.08333333333333337,0.0,0.0,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.5066666666666666,6569.2
1.0,0.08333333333333337,1.0,1.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.84,4042.8
0.08000000000000002,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.6666666666666666,7565.2
0.08000000000000002,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.4273504273504274,0.3333333333333333,7301.1
0.4,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.5066666666666666,6503.3
0.08000000000000002,0.5,1.0,1.0,0.02712967986977754,0.84,0.4273504273504274,0.5066666666666666,5773.6
0.08000000000000002,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.6495726495726496,0.6666666666666666,7771.0
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.6666666666666666,3764.3
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.4273504273504274,1.0,6514.6
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.4273504273504274,0.84,6583.5
1.0,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.6495726495726496,0.6666666666666666,5954.5
1.0,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333,5728.7
0.66,0.08333333333333337,1.0,1.0,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333,3784.1
0.66,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.6495726495726496,0.5066666666666666,5946.2
1.0,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.4273504273504274,0.84,4568.7
0.4,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.4273504273504274,1.0,7369.7
0.66,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.4273504273504274,0.3333333333333333,6480.8
1.0,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.6495726495726496,0.5066666666666666,5747.6
0.08000000000000002,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.6495726495726496,0.6666666666666666,8489.7
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.4273504273504274,0.6666666666666666,6520.9
0.4,0.5,1.0,1.0,0.02712967986977754,1.0,0.4273504273504274,1.0,5649.0
0.66,0.5,1.0,1.0,0.02712967986977754,1.0,0.6495726495726496,0.6666666666666666,5010.0
1.0,0.5,1.0,1.0,0.02712967986977754,1.0,0.6495726495726496,0.5066666666666666,4010.6
0.08000000000000002,0.08333333333333337,1.0,1.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333,6565.0
0.66,0.08333333333333337,1.0,1.0,0.01356483993488877,1.0,0.4273504273504274,1.0,5675.7
0.0,0.3333333333333333,0.6530612244897958,0.6586538461538463,1.0,0.028,0.0717948717948718,0.19599999999999998,6276.4
0.66,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.6666666666666666,0.4273504273504274,1.0,6671.1
1.0,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.5066666666666666,5817.2
0.08000000000000002,0.08333333333333337,1.0,1.0,0.01356483993488877,1.0,0.4273504273504274,0.3333333333333333,7945.2
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.4273504273504274,0.5066666666666666,7715.8
0.08000000000000002,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.4273504273504274,0.6666666666666666,7626.6
0.4,0.5,0.0,0.0,0.02712967986977754,1.0,0.4273504273504274,1.0,6013.4
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.84,7207.4
0.08000000000000002,0.5,1.0,1.0,0.02712967986977754,1.0,0.6495726495726496,0.5066666666666666,6903.9
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.4273504273504274,0.6666666666666666,4162.8
1.0,0.5,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333,3385.4
0.0,0.3333333333333333,0.6530612244897958,0.6586538461538463,0.0,0.7799999999999999,0.0,0.0,4254.8
0.08000000000000002,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.84,6374.4
1.0,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,1.0,4574.8
1.0,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.6666666666666666,4641.0
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.6495726495726496,0.6666666666666666,8318.8
1.0,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333,3968.3
0.66,0.08333333333333337,1.0,1.0,0.01356483993488877,1.0,0.4273504273504274,0.84,5711.9
0.08000000000000002,0.9166666666666667,0.6530612244897958,0.6586538461538463,0.040694519804666304,0.3333333333333333,0.4273504273504274,0.3333333333333333,4947.6
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.4273504273504274,1.0,6555.0
1.0,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.5066666666666666,4850.0
0.66,0.08333333333333337,1.0,1.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,1.0,5192.9
1.0,0.08333333333333337,1.0,1.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.6666666666666666,3804.6
1.0,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.6495726495726496,0.5066666666666666,5966.7
0.08000000000000002,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.84,7184.0
0.08000000000000002,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.4273504273504274,0.84,6941.8
0.08000000000000002,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.6666666666666666,8538.5
0.66,0.5,0.0,0.0,0.02712967986977754,1.0,0.4273504273504274,0.5066666666666666,5395.3
0.66,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.6495726495726496,0.5066666666666666,6020.9
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,1.0,0.6495726495726496,0.6666666666666666,7565.1
0.08000000000000002,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.4273504273504274,0.6666666666666666,6801.5
1.0,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.5066666666666666,3396.7
0.4,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,1.0,0.4273504273504274,0.84,7835.8
0.66,0.08333333333333337,0.0,0.0,0.01356483993488877,1.0,0.4273504273504274,0.5066666666666666,6780.0
1.0,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.84,5566.5
0.66,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.4273504273504274,1.0,5830.9
1.0,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,1.0,0.4273504273504274,0.6666666666666666,7175.1
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.84,4710.9
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.4273504273504274,1.0,6749.5
0.66,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.4273504273504274,0.5066666666666666,4966.8
0.4,0.5,1.0,1.0,0.02712967986977754,0.84,0.4273504273504274,1.0,5696.0
0.08000000000000002,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.5066666666666666,7669.8
0.4,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.4273504273504274,1.0,6190.7
0.4,0.5,0.0,0.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333,4705.6
0.08000000000000002,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.4273504273504274,0.6666666666666666,7895.0
0.4,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.84,6594.0
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.4273504273504274,0.5066666666666666,4201.0
0.66,0.5,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333,4045.5
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.4273504273504274,0.84,6306.6
1.0,0.5,0.0,0.0,0.02712967986977754,0.84,0.6495726495726496,0.6666666666666666,4644.6
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.4273504273504274,0.6666666666666666,7761.2
0.4,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.4273504273504274,1.0,7428.8
0.08000000000000002,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.4273504273504274,0.3333333333333333,6870.3
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333,5996.1
0.4,0.5,0.0,0.0,0.02712967986977754,0.84,0.4273504273504274,0.5066666666666666,5868.0
0.08000000000000002,0.5,1.0,1.0,0.02712967986977754,1.0,0.4273504273504274,0.84,6493.5
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.5066666666666666,5534.8
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.4273504273504274,1.0,6254.7
0.08000000000000002,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.84,5781.9
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333,5739.9
1.0,0.5,0.3129251700680271,0.3125,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333,3823.0
0.4,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,1.0,0.6495726495726496,0.6666666666666666,8173.6
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.4273504273504274,0.84,4232.8
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.4273504273504274,1.0,7963.9
1.0,0.08333333333333337,0.0,0.0,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.5066666666666666,5665.2
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.4273504273504274,1.0,6799.7
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.6495726495726496,0.6666666666666666,7340.5
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.6495726495726496,0.6666666666666666,8655.7
1.0,0.08333333333333337,1.0,1.0,0.01356483993488877,1.0,0.4273504273504274,1.0,4813.5
0.66,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.5066666666666666,6628.8
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.84,8570.9
1.0,0.5,1.0,1.0,0.02712967986977754,0.84,0.4273504273504274,1.0,3713.0
0.66,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.4273504273504274,0.84,5529.1
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.4273504273504274,1.0,7738.9
0.08000000000000002,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.4273504273504274,0.6666666666666666,7293.5
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.5066666666666666,6098.1
0.08000000000000002,0.5,0.3129251700680271,0.3125,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333,6318.7
1.0,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.4273504273504274,1.0,5155.0
0.4,0.5,1.0,1.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333,4546.8
0.66,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.6666666666666666,0.4273504273504274,1.0,5639.4
0.08000000000000002,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.4273504273504274,1.0,7005.0
1.0,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.4273504273504274,1.0,6853.0
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.6495726495726496,0.6666666666666666,7236.1
0.4,0.9166666666666667,1.0,1.0,0.040694519804666304,0.3333333333333333,0.4273504273504274,0.3333333333333333,3866.8
1.0,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.84,5124.9
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.4273504273504274,0.84,6771.7
0.66,0.08333333333333337,0.0,0.0,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.5066666666666666,7080.0
1.0,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.4273504273504274,0.5066666666666666,5347.5
0.4,0.08333333333333337,1.0,1.0,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.5066666666666666,5643.4
0.08000000000000002,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,1.0,6019.3
1.0,0.5,1.0,1.0,0.02712967986977754,1.0,0.4273504273504274,0.5066666666666666,3519.4
0.08000000000000002,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.4273504273504274,1.0,7479.9
0.08000000000000002,0.08333333333333337,1.0,1.0,0.01356483993488877,1.0,0.4273504273504274,0.6666666666666666,7888.4
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333,5347.7
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.4273504273504274,0.5066666666666666,7556.1
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.6495726495726496,0.6666666666666666,8823.7
