AverageRainingDays,clonesize,AverageOfLowerTRange,AverageOfUpperTRange,honeybee,osmia,bumbles,andrena
0.4,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.4273504273504274,1.0
1.0,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.6495726495726496,0.6666666666666666
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.6495726495726496,0.5066666666666666
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.3333333333333333
0.4,0.5,0.3129251700680271,0.3125,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333
0.4,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.6495726495726496,0.5066666666666666
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.4273504273504274,1.0
0.4,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.6495726495726496,0.6666666666666666
0.08000000000000002,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.4273504273504274,0.6666666666666666
0.66,0.9166666666666667,0.3129251700680271,0.3125,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333
0.66,0.5,1.0,1.0,0.02712967986977754,0.84,0.4273504273504274,0.5066666666666666
0.66,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.5066666666666666
0.66,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,1.0,0.4273504273504274,0.3333333333333333
1.0,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.4273504273504274,0.3333333333333333
0.66,0.3333333333333333,0.27891156462585,0.3557692307692304,0.02913727618014108,0.07733333333333334,0.20000000000000004,0.5453333333333332
0.66,0.5,0.0,0.0,0.02712967986977754,0.84,0.4273504273504274,0.6666666666666666
0.0,0.3333333333333333,0.6530612244897958,0.6586538461538463,1.0,0.0,0.0,0.0
0.4,0.08333333333333337,1.0,1.0,0.01356483993488877,1.0,0.4273504273504274,0.5066666666666666
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.6495726495726496,0.6666666666666666
0.08000000000000002,0.08333333333333337,1.0,1.0,0.01356483993488877,1.0,0.4273504273504274,1.0
0.0,0.3333333333333333,0.6530612244897958,0.6586538461538463,0.0,0.07733333333333334,0.20000000000000004,0.5453333333333332
0.66,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,1.0,0.4273504273504274,0.6666666666666666
0.4,0.08333333333333337,1.0,1.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,1.0
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.6666666666666666
1.0,0.5,0.0,0.0,0.02712967986977754,0.84,0.4273504273504274,0.84
0.66,0.5,1.0,1.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.4273504273504274,0.6666666666666666
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.6495726495726496,0.5066666666666666
1.0,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,1.0
0.4,0.08333333333333337,1.0,1.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.5066666666666666
0.4,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.4273504273504274,0.3333333333333333
0.4,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.4273504273504274,0.3333333333333333
0.4,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,1.0
0.66,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.4273504273504274,0.6666666666666666
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.3333333333333333
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.4273504273504274,0.3333333333333333
0.66,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.4273504273504274,0.6666666666666666
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.4273504273504274,0.3333333333333333
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.6495726495726496,0.5066666666666666
0.66,0.08333333333333337,0.0,0.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,1.0
1.0,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.4273504273504274,0.5066666666666666
0.08000000000000002,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.84
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333
0.4,0.5,1.0,1.0,0.02712967986977754,0.84,0.6495726495726496,0.5066666666666666
0.4,0.5,0.0,0.0,0.02712967986977754,0.84,0.6495726495726496,0.5066666666666666
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.6495726495726496,0.6666666666666666
1.0,0.08333333333333337,0.0,0.0,0.01356483993488877,1.0,0.4273504273504274,0.5066666666666666
0.08000000000000002,0.5,1.0,1.0,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333
1.0,0.9166666666666667,0.6530612244897958,0.6586538461538463,0.040694519804666304,0.3333333333333333,0.4273504273504274,0.3333333333333333
0.66,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,1.0
1.0,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.4273504273504274,0.3333333333333333
1.0,0.08333333333333337,1.0,1.0,0.01356483993488877,1.0,0.4273504273504274,0.6666666666666666
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.5066666666666666
0.4,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.4273504273504274,0.5066666666666666
0.66,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.6666666666666666
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.84
0.08000000000000002,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.4273504273504274,0.84
0.66,0.5,0.0,0.0,0.02712967986977754,1.0,0.4273504273504274,0.84
1.0,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.4273504273504274,1.0
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333
0.66,0.5,0.0,0.0,0.02712967986977754,0.84,0.6495726495726496,0.5066666666666666
0.08000000000000002,0.5,0.3129251700680271,0.3125,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333
1.0,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.4273504273504274,0.6666666666666666
0.08000000000000002,0.08333333333333337,1.0,1.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.3333333333333333
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333
0.08000000000000002,0.5,0.0,0.0,0.02712967986977754,0.84,0.4273504273504274,1.0
1.0,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.5066666666666666
0.66,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.6666666666666666
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.6666666666666666
0.66,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333
0.4,0.5,0.0,0.0,0.02712967986977754,1.0,0.4273504273504274,0.5066666666666666
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,1.0,0.4273504273504274,0.5066666666666666
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.5066666666666666
0.0,0.3333333333333333,0.6530612244897958,0.6586538461538463,0.3602821486706457,0.0,0.0,0.0
0.66,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.6495726495726496,0.6666666666666666
0.4,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.6495726495726496,0.5066666666666666
0.66,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.6495726495726496,0.5066666666666666
0.4,0.08333333333333337,1.0,1.0,0.01356483993488877,1.0,0.4273504273504274,0.84
0.66,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.4273504273504274,0.84
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.5066666666666666
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.6666666666666666
1.0,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.6495726495726496,0.5066666666666666
0.66,0.5,0.0,0.0,0.02712967986977754,1.0,0.4273504273504274,0.6666666666666666
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.4273504273504274,0.6666666666666666
0.66,0.9166666666666667,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333
0.66,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.4273504273504274,1.0
0.4,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.6495726495726496,0.6666666666666666
0.4,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,1.0,0.6495726495726496,0.5066666666666666
1.0,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.4273504273504274,1.0
0.66,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.5066666666666666
0.4,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.6495726495726496,0.6666666666666666
0.08000000000000002,0.08333333333333337,0.0,0.0,0.01356483993488877,1.0,0.4273504273504274,0.6666666666666666
1.0,0.08333333333333337,1.0,1.0,0.01356483993488877,1.0,0.4273504273504274,0.3333333333333333
0.08000000000000002,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.6666666666666666
0.4,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.6666666666666666,0.4273504273504274,1.0
1.0,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.6666666666666666
0.66,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.4273504273504274,0.84
0.66,0.5,1.0,1.0,0.02712967986977754,1.0,0.4273504273504274,1.0
0.4,0.5,0.0,0.0,0.02712967986977754,0.84,0.4273504273504274,0.84
0.08000000000000002,0.5,0.0,0.0,0.02712967986977754,0.84,0.4273504273504274,0.5066666666666666
0.66,0.08333333333333337,1.0,1.0,0.01356483993488877,1.0,0.6495726495726496,0.6666666666666666
0.08000000000000002,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333
0.4,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.6495726495726496,0.5066666666666666
0.4,0.5,0.0,0.0,0.02712967986977754,0.84,0.6495726495726496,0.6666666666666666
0.66,0.5,0.0,0.0,0.02712967986977754,1.0,0.6495726495726496,0.5066666666666666
1.0,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.6666666666666666
0.66,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,1.0,0.6495726495726496,0.5066666666666666
0.4,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.4273504273504274,1.0
0.4,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.6666666666666666
1.0,0.08333333333333337,1.0,1.0,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.6666666666666666
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.4273504273504274,0.5066666666666666
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.6666666666666666
0.08000000000000002,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.6666666666666666
0.08000000000000002,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.5066666666666666
1.0,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.4273504273504274,0.6666666666666666
0.08000000000000002,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.4273504273504274,0.5066666666666666
1.0,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.4273504273504274,0.5066666666666666
0.08000000000000002,0.5,0.0,0.0,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.4273504273504274,1.0
0.66,0.08333333333333337,0.0,0.0,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333
0.4,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.4273504273504274,0.84
0.08000000000000002,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.4273504273504274,0.5066666666666666
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,1.0,0.4273504273504274,1.0
0.4,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.4273504273504274,0.84
0.0,0.3333333333333333,0.6530612244897958,0.6586538461538463,0.0,0.13466666666666666,0.34529914529914535,0.9426666666666665
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.4273504273504274,0.3333333333333333
0.08000000000000002,0.08333333333333337,1.0,1.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.84
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.4273504273504274,0.84
1.0,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.6495726495726496,0.6666666666666666
0.4,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.6495726495726496,0.5066666666666666
0.08000000000000002,0.08333333333333337,0.0,0.0,0.01356483993488877,1.0,0.4273504273504274,1.0
0.08000000000000002,0.08333333333333337,1.0,1.0,0.01356483993488877,1.0,0.4273504273504274,0.84
1.0,0.08333333333333337,0.0,0.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.5066666666666666
0.66,0.5,0.0,0.0,0.02712967986977754,1.0,0.4273504273504274,1.0
1.0,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.6666666666666666
0.08000000000000002,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.4273504273504274,1.0
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.4273504273504274,0.3333333333333333
1.0,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.4273504273504274,0.5066666666666666
0.08000000000000002,0.08333333333333337,0.0,0.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.6666666666666666
0.4,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,1.0,0.4273504273504274,0.3333333333333333
0.08000000000000002,0.08333333333333337,0.0,0.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.84
1.0,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.6666666666666666
1.0,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.6495726495726496,0.6666666666666666
0.4,0.5,0.0,0.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.6666666666666666
0.66,0.08333333333333337,0.0,0.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333
0.66,0.5,0.0,0.0,0.02712967986977754,0.84,0.4273504273504274,0.5066666666666666
1.0,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.6495726495726496,0.5066666666666666
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333
0.66,0.9166666666666667,1.0,1.0,0.040694519804666304,0.3333333333333333,0.4273504273504274,0.3333333333333333
0.4,0.08333333333333337,1.0,1.0,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.84
1.0,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.84
0.4,0.5,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333
1.0,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.6495726495726496,0.5066666666666666
0.0,0.3333333333333333,0.6530612244897958,0.6586538461538463,0.0,0.156,0.09914529914529915,0.5453333333333332
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.6495726495726496,0.5066666666666666
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.5066666666666666
0.66,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.84
0.08000000000000002,0.5,1.0,1.0,0.02712967986977754,1.0,0.4273504273504274,0.5066666666666666
0.4,0.08333333333333337,1.0,1.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.6495726495726496,0.5066666666666666
0.4,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.84
0.4,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.6666666666666666
0.08000000000000002,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.5066666666666666
0.08000000000000002,0.9166666666666667,0.3129251700680271,0.3125,0.040694519804666304,0.3333333333333333,0.4273504273504274,0.3333333333333333
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.6495726495726496,0.6666666666666666
0.4,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.4273504273504274,0.5066666666666666
0.4,0.5,0.0,0.0,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.6495726495726496,0.6666666666666666
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.4273504273504274,0.3333333333333333
0.4,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.84
1.0,0.5,1.0,1.0,0.02712967986977754,0.84,0.6495726495726496,0.6666666666666666
0.08000000000000002,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.6495726495726496,0.5066666666666666
1.0,0.5,0.0,0.0,0.02712967986977754,0.84,0.4273504273504274,0.5066666666666666
0.66,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.4273504273504274,0.84
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.84
1.0,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.6666666666666666,0.4273504273504274,1.0
0.66,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.5066666666666666
0.66,0.08333333333333337,1.0,1.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.5066666666666666
0.66,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.4273504273504274,1.0
0.4,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.6666666666666666,0.6495726495726496,0.6666666666666666
0.4,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.84
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.84,0.6495726495726496,0.5066666666666666
0.66,0.08333333333333337,1.0,1.0,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.5066666666666666
0.66,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.6666666666666666
0.08000000000000002,0.08333333333333337,1.0,1.0,0.01356483993488877,0.84,0.6495726495726496,0.5066666666666666
1.0,0.5,0.0,0.0,0.02712967986977754,0.84,0.4273504273504274,1.0
0.08000000000000002,0.08333333333333337,0.0,0.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.5066666666666666
0.4,0.5,1.0,1.0,0.02712967986977754,1.0,0.4273504273504274,0.84
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.6495726495726496,0.6666666666666666
0.4,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.4273504273504274,0.6666666666666666
0.66,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.6495726495726496,0.5066666666666666
0.08000000000000002,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.6666666666666666
0.4,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,0.84,0.6495726495726496,0.5066666666666666
1.0,0.5,0.3129251700680271,0.3125,0.02712967986977754,1.0,0.4273504273504274,1.0
1.0,0.5,1.0,1.0,0.02712967986977754,0.84,0.4273504273504274,0.6666666666666666
0.66,0.5,0.3129251700680271,0.3125,0.02712967986977754,0.84,0.4273504273504274,0.6666666666666666
0.4,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.3333333333333333
0.4,0.08333333333333337,0.0,0.0,0.01356483993488877,1.0,0.4273504273504274,0.3333333333333333
0.66,0.08333333333333337,1.0,1.0,0.01356483993488877,0.5066666666666666,0.4273504273504274,0.3333333333333333
1.0,0.08333333333333337,0.0,0.0,0.01356483993488877,0.84,0.4273504273504274,0.3333333333333333
0.08000000000000002,0.5,1.0,1.0,0.02712967986977754,0.84,0.4273504273504274,0.84
0.4,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.5066666666666666
0.0,0.3333333333333333,0.6530612244897958,0.6586538461538463,0.02913727618014108,0.07733333333333334,0.20000000000000004,0.5453333333333332
1.0,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.84,0.6495726495726496,0.5066666666666666
1.0,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.6666666666666666,0.6495726495726496,0.5066666666666666
0.4,0.5,1.0,1.0,0.02712967986977754,0.6666666666666666,0.4273504273504274,0.5066666666666666
0.4,0.5,1.0,1.0,0.02712967986977754,1.0,0.6495726495726496,0.6666666666666666
0.66,0.08333333333333337,0.3129251700680271,0.3125,0.01356483993488877,0.3333333333333333,0.4273504273504274,0.5066666666666666
0.08000000000000002,0.9166666666666667,1.0,1.0,0.040694519804666304,0.3333333333333333,0.4273504273504274,0.3333333333333333
1.0,0.5,1.0,1.0,0.02712967986977754,0.84,0.4273504273504274,0.84
0.08000000000000002,0.08333333333333337,1.0,1.0,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.6666666666666666
1.0,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,0.6666666666666666,0.4273504273504274,0.3333333333333333
0.08000000000000002,0.5,1.0,1.0,0.02712967986977754,0.84,0.4273504273504274,1.0
0.08000000000000002,0.08333333333333337,0.6530612244897958,0.6586538461538463,0.01356483993488877,1.0,0.4273504273504274,1.0
1.0,0.5,0.6530612244897958,0.6586538461538463,0.02712967986977754,1.0,0.4273504273504274,0.84
0.66,0.5,1.0,1.0,0.02712967986977754,0.84,0.6495726495726496,0.6666666666666666
1.0,0.9166666666666667,1.0,1.0,0.040694519804666304,0.3333333333333333,0.4273504273504274,0.3333333333333333
0.0,0.0,0.6530612244897958,0.6586538461538463,0.02913727618014108,0.07733333333333334,0.20000000000000004,0.5453333333333332
0.08000000000000002,0.5,1.0,1.0,0.02712967986977754,0.84,0.6495726495726496,0.6666666666666666
0.4,0.5,0.0,0.0,0.02712967986977754,1.0,0.6495726495726496,0.5066666666666666
